P
"(-2.1000001430511475, -1.2000000476837158, 0.0)"
"(-2.1000001430511475, -0.9000000357627869, 0.0)"
"(-2.4000000953674316, -0.6000000238418579, 0.0)"
"(-2.4000000953674316, -0.30000001192092896, 0.0)"
"(-2.1000001430511475, -0.6000000238418579, 0.0)"
"(-2.1000001430511475, -0.30000001192092896, 0.0)"
"(-1.8000000715255737, -1.5, 0.0)"
"(-1.5, -1.8000000715255737, 0.0)"
"(-1.5, -1.5, 0.0)"
"(-1.8000000715255737, -1.2000000476837158, 0.0)"
"(-1.8000000715255737, -0.9000000357627869, 0.0)"
"(-1.5, -1.2000000476837158, 0.0)"
"(-1.5, -0.9000000357627869, 0.0)"
"(-1.8000000715255737, -0.6000000238418579, 0.0)"
"(-1.8000000715255737, -0.30000001192092896, 0.0)"
"(-1.5, -0.6000000238418579, 0.0)"
"(-1.5, -0.30000001192092896, 0.0)"
"(-1.2000000476837158, -2.1000001430511475, 0.0)"
"(-0.9000000357627869, -2.1000001430511475, 0.0)"
"(-1.2000000476837158, -1.8000000715255737, 0.0)"
"(-1.2000000476837158, -1.5, 0.0)"
"(-0.9000000357627869, -1.8000000715255737, 0.0)"
"(-0.9000000357627869, -1.5, 0.0)"
"(-1.2000000476837158, -1.2000000476837158, 0.0)"
"(-1.2000000476837158, -0.9000000357627869, 0.0)"
"(-0.9000000357627869, -1.2000000476837158, 0.0)"
"(-0.9000000357627869, -0.9000000357627869, 0.0)"
"(-1.2000000476837158, -0.6000000238418579, 0.0)"
"(-1.2000000476837158, -0.30000001192092896, 0.0)"
"(-0.9000000357627869, -0.6000000238418579, 0.0)"
"(-0.9000000357627869, -0.30000001192092896, 0.0)"
"(-0.6000000238418579, -2.4000000953674316, 0.0)"
"(-0.6000000238418579, -2.1000001430511475, 0.0)"
"(-0.30000001192092896, -2.4000000953674316, 0.0)"
"(-0.30000001192092896, -2.1000001430511475, 0.0)"
"(-0.6000000238418579, -1.8000000715255737, 0.0)"
"(-0.6000000238418579, -1.5, 0.0)"
"(-0.30000001192092896, -1.8000000715255737, 0.0)"
"(-0.30000001192092896, -1.5, 0.0)"
"(-0.6000000238418579, -1.2000000476837158, 0.0)"
"(-0.6000000238418579, -0.9000000357627869, 0.0)"
"(-0.30000001192092896, -1.2000000476837158, 0.0)"
"(-0.30000001192092896, -0.9000000357627869, 0.0)"
"(-0.6000000238418579, -0.6000000238418579, 0.0)"
"(-0.6000000238418579, -0.30000001192092896, 0.0)"
